Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
"ưu điểm: nước uống ngon, không gian thoáng, thoái mái, nhẹ nhàng nhược: ko trung tâm. phù hợp: các bạn trẻ thích món đá xay và trà. dòng này ở quán cực hot hit. các văn phòng gọi về nhiều. mình cũng là fan của dòng đá xay và trà đào ở đây :",0,0,0,4,0,0
"quán này mở cũng khá lâu rồi . được nhiều khách du lịch ghé vào thưởng thức . nay quán mới mở thêm một gian bên cạnh nữa để đáp ứng nhu cầu của khách quán khá yên tĩnh , mát mẻ , đèn hơi mập mè một tí pizza siêu siêu ngon luôn , mì ý thì hơi nhạt và khó ăn nước uống cũng bình thường không có gì đặc sắc lắm nhân viên phục vụ nhiệt tình mặc dù số lượng nhân viên không nhiều giá cả cũng tạm ổn , vào các dịp lễ và tết thì quán có tăng từ-20 phí dịch vụ",0,0,0,3,0,0
tuy nhiên cũng phải nói rằng ở đây vẫn rất nhộn nhịp và mình thấy ngày càng có nhiều khách nước ngoài biết đến thương hiệu phở.,0,0,0,4,0,0
"quán không gian thoáng mát, khu vực mát mẻ. là sự lựa chọn rất tuyệt cho kỳ nghỉ lễ cùng gia đình hay cơ quan. có đồi sim ngay cạnh quán, dẫn con lên chơi, hái sim thỏa thích. đồ ăn ngon, hải sản tươi chứ không như mấy nơi, hải sản gì đâu. cảm ơn quán. lần sau sẽ ghé ủng hộ",0,0,0,5,0,0
khách đông nên ko kịp dọn phòng,0,4,0,0,0,0
"quán trà sữa ming tea này nằm hai mặt tiền nên dễ tìm, quán trang trí khá đơn giản và trẻ trung. giá nước không quá đắt, nếu mình chọn mấy món yagurt thì giá khá rẻ chỉ tầm hơnk là có một ly rồi, không gian khá nhỏ nên không có quá nhiều khoảng riêng, hên quá hôm mình đi quán vắng nên khá dễ chịu, ngồi vừa uống nước vừa giết thời gian. nước uống khá ngon, độ ngọt vừa phải,pha thêm một chút béo béo và rất là thơm,mà ly rất là to. nhân viên lịch sự nữa, nên mình sẽ quay lại.",0,0,0,5,0,0
"hàng xinh, vải đẹp mẫu mã đa dạng, giá cả hợp lý, chủ shop nhiệt tình tư vấn
",0,0,0,0,0,5
"ghẹ tươi ngon giá thành hợp lý, có niêm yết rõ ràng",0,0,0,5,0,0
"xe đẹp. giao xe nhiệt tình thân thiện. quy nhơn là nơi thích hợp để bạn đi du lịch, bãi biển đẹp, đồ ăn rẻ, người dân thân thiện ",0,0,0,5,5,0
"món ăn rất ngon. hợp khẩu vị. không gian thoáng rộng, thoải mái nhân viên nhiệt tình gần gũi. buổi tối mát mẽ. rất thích",5,0,5,5,0,0
"vị trí ngay trung tâm thành phố sầm uất, view biển đẹp, giá thành rất hợp lý.",0,4,0,0,0,0
hiệu quả và đúng giờ - bạn còn muốn gì nữa và ở một mức giá cạnh tranh. tốt hơn nhiều so với việc chờ đợi trong một hàng đợi ở quầy taxi.,0,0,0,0,4,0
"quán tông đen màu yêu thích của mình nên đi ngang hay nghía lắm. nghía thôi chứ hổng vô vì nước không có ngon. đi lần mà thất vọng cả nên thôi say goodbye. mà quán vẫn đông lắm chắc do mình không hợp hoặc do mình uống ở sg quen r nên thấy chất lượng nước không ra sao cả. mà mình cực kì ghét ly nước lọc của quán, không biết phải nước máy hay không nhưng mà vị thì y như nước máy chỉ thắc mắc nước bình cũng rẻ mà, quán đẹp như z không có đc ly nước trà thì chí ít cũng nước bình chứ.",0,0,0,4,0,0
"sáng ngày/08 đến ăn sáng ở quán ăn ngon. gọi bát miến gà cùng bát bún măng gà, quẩy và cốc nước. bát đã lên ăn gần xong cũng chẳng thấy nước với quẩy đâu. nhân viên thì đông như thế đứng túm năm tụm ba trò chuyện ơe chỗ đang cắm hoa. mình gọi mới vội vàng mang quẩy ra, nước thì ăn xong rồi mới có, nhân viên mang ra cũng chẳng thấy xin lỗi lấy câu. phải chăng khách tây nhiều quá nên người việt nam vào thì thái độ khác hẳn. nói chung mình là người hà nội đã ăn ở đây rất nhiều lần nhưng chưa thấy lần nào tệ như thế. khuyên các bạn có đến ăn thì đừng nên đến vào buổi sáng.",1,0,1,0,0,0
"thật k muốn review, sợ mọi người đến ăn đông quá: ngon lắm ạ, chủ dễ thương dễ tính. món ăn ngon, tươi, cái gì cũng điểm luôn. tất cả các món trên theo combok/người, free trà đá. hix no quá ạ. đặc sản lẩu sứa, salad rong nho",0,0,0,5,0,0
nhân viên rất hữu ích. hãy tìm chiếc xe buýt màu xanh lá cây,4,0,0,0,0,0
"nhân viên từ bác bảo vệ đến các bạn lễ tân đều rất nice. các bạn đổi hạng phòng cho mình free. phòng ở tầng cao, đầy đủ tiện nghi.",0,5,0,0,0,0
"cung cách làm việc của bảo vệ rất tệ . có người không đeo khẩu trang cũng dc vào .ngưới thì đuổi ra  không được vào là như thế nào. đề nghị siêu thị coi lại quá trình này . như thế này là quá tệ.
",0,0,0,0,0,1
không gian hơi hẹp nhưng đồ ăn bao ngon. mình đi người gọi món mà ăn k nổi luôn :,0,0,0,4,0,0
"khách sạn quy nhơn gần biển đẹp nhất mà mình biết.
ấn tượng với view tầng nhìn ra bãi biển và đường chân trời.
phục vụ và đồ ăn thì quá ưng rồi.
nói chung phù hợp với những thành phần sống ảo như mình.
",0,5,0,0,0,0
"mình vừa có chuyến du lịchn3d taị thành phố quy nhơn. mình ở homestay two sister home, mọi thứ đều rất tuyệt vời, con người ở đây vô cùng dễ thương, thân thiện và đáng mến. ngày đầu tiên mình di chuyển chủ yếu bằng taxi và cảm thấy khá tốn kém, sang hôm sau mình muốn thuê xe máy để đi lại thì sau một khoảng thời gian tìm kiếm trên fb và gg thì nhận ra có quá nhiều chổ cho thuê xe máy và không biết phải gọi chổ nào thì mình có hỏi chị chủ homestay và chị nói mình gọi cho bên này đi. không biết home mình ở có gần cửa hàng của các bạn không nhưng mình vừa gọi chưa tớip là các bạn đã mang xe đến rồi. lúc nhận xe thì nói chuyện rất cởi mở và nhiệt tình, làm hợp đồng thuê xe máy chuyên nghiệp lắm, sau đó thì giời thiệu cho mình nhiều quán ăn ngon và nhiều địa điểm du lịch đang hot ở đây. còn dặn dò mình nếu cần thông tin gì thì gọi ngay cho bạn ấy và thế là mình đá làm phiền bạn ấy suốt ngày còn lại ở đây. cảm ơn bạn rất nhiều, kinh doanh có tâm lắm, sẽ sớm thành công thôi.",0,0,0,0,5,0
tuy là sân bay của quân đội những cũng rất ok và rất đẹp,0,0,0,0,4,0
"thực đơn thức ăn là một chút hạn chế nhưng bánh mì kẹp thịt là tốt và đồ uống có giá tốt. nhân viên tốt, và đó là một nơi tốt để gặp gỡ mọi người.",5,0,0,5,0,0
"chúng tôi được cung cấp một chiếc xe lớn, thoải mái và hướng dẫn viên của chúng tôi, tin, 
rất trò chuyện và hiểu biết. nó vượt quá sự mong đợi của chúng tôi và họ đã thả chúng tôi xuống sân bay với nhiều thời gian rảnh rỗi.",5,0,0,0,5,0
"thật khó để cân bằng giữa thời gian dành cho gia đình, đi chơi với bạn bè, đồ ăn lành mạnh và thân thiện với trẻ em. nhà máy lọc dầu hoàn toàn nằm trong danh sách của tôi vì nhu cầu khó khăn đó. lựa chọn bữa sáng muộn lành mạnh, diện tích rộng rãi dễ dàng vừa cho nhóm bạn người của chúng tôi. tôi thực sự đánh giá cao góc dành cho trẻ em với một bảo mẫu tận tình chơi với trẻ em. và họ cũng có lựa chọn rượu tốt.",0,0,5,0,0,0
"gần trung tâm , đi bộ ra bãi biển rất gần",0,0,0,0,4,0
"mình chơi ở qndays mà tối ghé quán ăn ròi. nêm nếm rất ngon, dĩa nào chất lượng dĩa đó nên ngày đầu có kêu quá hớp vì cứ nghĩ dĩa ốc nhỏ nhỏ xinh xinh giống ở sg. người ăn thì kêu tầm-4 món thôi, ăn hết thì kêu típ nha mí bạn. recommend số món mấy bạn nên thử nè: - ốc xào ăn chung vs bánh mì mồi này hơi bị tốn bia :v - xìa hấp xả, nc nêm rất ngon và thơm - ốc tỏi con to mà cók/em à - cháo ngon lắm nhé - hàu nướng mỡ hành chỉ có món ốc móng tay là mình ko thik do sạn hơi nhìu nên bỏ nguyên dĩa. người ăn tốn khoảngk là no ròi :v phục vụ siu dễ thương và nhiệt tình ",0,0,0,5,0,0
nói chung thì ok nhưng chỉ đến một lần duy nhất  phục vụ rất tốt - còn chất lượng có thể do đông khách hoặc lý do nào đấy nên đỡ tốt hơn xưa rồi ,0,0,0,3,0,0
"quán ngon, đồ ăn tươi và giá cả rất phải chăng. sẽ quay lại nếu có dịp",0,0,0,5,0,0
"quán trang trí đẹp. trên lầu ngoài bàn ở ban công ra thì thiết kế để ngồi bệt nên toàn mấy em tuổi teen, người lớn tuổi hay ngồi dưới lầu hơn. nhân viên quán nhiệt tình từ bác giữ xe cho đến nhân viên mở cửa khi bước vào. nước uống tầm-35k, được đựng trong chai hay ly trang trí khá lạ. quán có mấy món ăn vặt, thử món hồ lôk/3v thì thấy rất ngon, dai, có vị ngọt như lạp xưởng. điểm trừ là khi nãy vào quán kêu ly nước đều có kem tươi, cuối cùng kem tươi bị chua, vón cục, làm hỏng cả khẩu vị",0,0,0,3,0,0
"dịch vụ của khách sạn rất tốt, nhân viên nhiệt tình chu đáo. mình đã có một sinh nhật tuyết vời tại đây",0,5,0,0,0,0
"cách trung tâm thành phố quy nhơn khoảngkm. sân bay có chỗ gửi xe máy và ô tô, một lựa chọn tiện lợi tuyệt vời cho các bạn ở bình định. giá gửi xe ô tô làk/ngày đêm, xe máy làk/ngày đêm. ngoài ra, hành khách có thể sử dụng tuyến xe bus đưa đón từ sân bay đến nguyễn tất thành, quy nhơn với giák/lượt.
",0,0,0,0,3,0
siêu thị bạn có thể tìm thấy một số món ăn phương tây,0,0,0,4,0,4
"giá trà sữa thường ở đây từ.000. có trà sữa với kem và topping nhiều loại. kem ngon, có nhiều hương vị. nhân viên thân thiện và luôn mỉm cười với khách. quán trang trí rất đẹp, theo chủ đề halloween. ngoài ra có bán nhiều đồ ăn vặt như sữa chua, bánh tráng trộn, bánh chuối, bánh phô mai, bánh flan... mình rất reccomend quán này ☺️.",0,0,0,5,0,0
"quán này ngon các bạn ạ. mình đi chơi lâu ngày nên thèm cơm nhà. ghé quán ăn thì thấy hương vị đậm đà, món nào cũng hợp khẩu vị không gian decor quá chất. có thể quán này là quán cơm nhà không gian chất nhất quy nhơn roài á. mình thích nhất món tôm kho thịt, khá đậm đà ăn vs cơm là ăn hết cơm luôn",0,0,0,5,0,0
"thấy thông báo nên mình viết review. mũ bảo hiểm bạn mình thì sạch, nhưng mũ mình hơi cũ. nhìn chung xe cũng đc, nhưng giao sân bay thì cũng tiện. bác gái rất nhẹ nhàng và tình cảm. sẽ ủng hộ bác lần sau.
",0,0,0,0,4,0
nhân viên phục vụ nhà hàng không chuyên nghiệp nên học lại nghiệp vụ.,0,0,1,1,0,0
"địa điểm mua quà ở quy nhơn tốt nhất tây sơn , nguyễn văn cừ tp quy nhơn",0,0,0,0,0,5
"quán được giới thiệu khi mình đi du lịch ở quy nhơn, cũng khá dễ tìm vì nằm ngay sát đường lớn và bờ biển. buổi tối quán bật đèn sáng choang nhìn lung linh ảo diệu. ngồi đây không cần quạt :, hứng gió biển và nghe sóng vỗ cũng rất hay ho. buổi tối đến quán rất đông, nhanh hết bàn trống. những bàn ngồi gần biển thì hơi tối. phục vụ khá nhanh nhẹn, tuy nhiên mình thấy đồ uống ở đây mặc dù giá khá cao nhưng chất lượng thì hơi tệ. mình uống trà sữa nhưng có cảm giác là đang uống cái gì khác, vị trà không rõ, vị sữa thì nhạt nhòa, nói chung là không hài lòng.",0,0,0,3,0,0
"phòng thì nhỏ và có mùi, toilet bị trũng, nước chảy ra sàn nhà. rất nhiều vấn đề, phải đổi tới lui nhiều lần",0,1,0,0,0,0
thanh toán chậm. nhân viên làm việc lơ mơ.,0,0,0,0,0,1
các loại thức uống rất ngon.mình đã quay lại đây-4 lần vẫn thấy thích.quán dễ tìm mỗi tội hơi nhỏ với nóng lắm.các bạn sẽ không thể để xe ở ngay trước quán nếu vào uống.nhân viên cũn nhiệt tình và cá bạn cũng có thể tích dấu và đổi trà sữa nếu đủ con dấu...nói chung là tuyệt,0,0,0,5,0,0
"cửa hàng có nhiều món đặc sản bình định như rượu bàu đá, bánh hồng, bánh ít, ... các món của cửa hàng được chọn lọc kĩ nên chất lượng tốt. là trong những địa chỉ nên đến nếu muốn mua quà bình định.
",0,0,0,0,0,4
"cả nhà mình đi siêu thị big c qn sắm đồ, lựa đồ tiếng đồng hồ đc xe đầy, nhận thấy sắp đến giờ đóng cửa nên ba mình để xe đồ bên chỗ đầu dãy gần ngay chỗ thanh toán để đẩy ra tính tiền cho dễ, nhưng mẹ , em và mình đang bên quầy quần áo cách đó mét nên ba mình để xe đó chạy lại kêu cả nhà đi về. hý hửng đi ra kiếm cái xe méo còn ở đó nữa. hỏi nhân viên ngay đó chúng nó.cứ đứng cười rồi kêu ko biết , hỏi bảo vệ thì nó kêu chắc sắp đóng cửa nên nó đẩy xe ra xả hàng luôn . trong khi còn ng ta đang mua sắm mà ko hề nhắc nhở, hỏi xe đồ của ai hay bắt loa báo sắp hết giờ hoạt động, điều mà siêu thị cùi bắp nhất cũng có thể làm để nhắc khách hàng về cho đúng giờ kinh doanh của siêu thị. mà quan trọng nhất là ko hề có ai đứng ra tìm giúp cái xe.mới vừa đc đẩy đi đâu đó giúp khách, toàn đứng đực ra lõ.mắt ngó cảm giác khách hàng như thứ gì vậy á. không xin lỗi khách, không hỗ trợ khách, trả lời kiểu ko có trách nhiệm gì hết . lỡ khách có thói quen để đồ cá nhân trên đó rồi quay lưng lại lấy đồ quay qua mấy cái xe rồi mấy ng đền ko mà đầy xe đi ko thèm hỏi dù thấy ng ta đứng thù lù cả gia đình cách mấy mét  giờ sắp đóng cửa chứ chưa.phải quá giờ đâu mà vậy 
",0,0,0,0,0,2
"tuy là sân bay bay địa phương nhưng cơ sở vật chất mới xây dựng nên khang trang, sạch sẽ và hoành tráng. tiện ích khá đầy đủ và tiện lợi.
",0,0,0,0,4,0
"khách sạn quy nhơn mira eco đẹp mê mẩn.
nằm trên giường ngắm bình minh lên từ bãi biển thật tuyệt vời.
kì nghỉ ý nghĩa tại vùng biển quy nhơn",0,5,0,0,0,0
"thật sự rất tuyệt vời, nhân viên thân thiện, ngay trung tâm và sát bãi biển nên đi chơi ăn uống rất thuận tiện.",0,5,0,0,0,0
"cửa hàng đặc sản có mặt hàng phong phú, giá cả phải chăng. quan trọng nhất là nguồn gốc hàng hóa rất uy tín. mình đã mua nhiều lần cho người thân và khách hàng, ai cũng phản hồi tốt nên rất tin cậy út châu mỗi lần có người hỏi mua đặc sản ở quy nhơn. bây giờ du lịch phát triển, số lượng du khách đến quy nhơn rất nhiều nên hàng hóa cũng loạn xạ hơn trước nhiều, phải cẩn thận khi mua.
cửa hàng cũng có nhận ship nha mọi người.",0,0,0,0,0,5
"mình mới mua cây tré tổng cộngk, đòn nem mỗi đòn nữa kgk, đòn làk. tổng số tiền mình thanh toán làk
mình đưak, nhân viên thối lại cho mìnhk, mình nói thôi lấy thêm nữa kg nem nữa đc ko để khỏi cần thối, vậy mà cô nhân viên ko chịu bắt mình phải trả thêmk nữa ko thì lấy tiền lại.
thật rak đối với mình ko là gì cả nhưng cái cách bán hàng của nhân viên rất khó chịu,mong chủ cơ sở chấn chỉnh lại cách làm việc tốt hơn",0,0,0,3,0,0
"quán có không gian đẹp, sang trọng và nhỏ nhắn dễ thương phù hợp cho các bạn teen muốn sống ảo các kiểu... mình biết đến quán cũng tình cờ đi ngang và ghé vào ăn thử món trái cây tô... ở đây có nhiều loại vị có thể ăn kèm với trái cây và sữa chua... trái cây thì đủ loại đa dạng và tươi nha... nên ăn rất mát và ngon nha... các bạn nữ nào muốn đẹp da thì tới ăn nhé... rất tốt đó nha... địa chỉ hơi khó tìm chút nhưng đổi lại không gian cực kì đẹp, các bạn sẽ ko phải thấy thất vọng đâu...",0,0,0,5,0,0
không có gì để thích. đã lần thứ ở khách sạn này. nhưng tệ. sẽ ko quay lại,0,1,0,0,0,0
"quán nằm trong ngõ nhỏ, một thứ gì đó rất hà nội. chính xác là giống hệt phong cách của sốt vang thái thịnh. chén lagu hỗn hợp xương hoặc chân giò hầm cùng cà rốt, ngô, khoai tây,... nói chung là gần giống súp nhưng đậm và sánh hơn. bánh mì bơ nướng giòn chấm vào hỗn hợp ăn khá hay và lạ. dù sao vẫn ưng bánh mì chảo cột điện hơn.",0,0,0,4,0,0
"nhân viên là điểm cộng lớn, rất quan tâm mỗi khi khách đi ra hay đi vào, nhiệt tình, hỏi gì cũng trả lời nhỏ nhẹ lịch sự. phòng sạch, đẹp, hài lòng.",0,3,0,0,0,0
"một trong những điểm phải đến khi tới cù lao xanh. đường đi lên đây không quá khó, cuốc bộp từ cầu cảng là tới nơi. đứng trên đỉnh hải đăng bạn sẽ có tầm nhìn bao quát toàn bộ đảo, từ khu dân cư, vùng biển ở trước với tàu thuyền đậu rập rình, quang cảnh rất ấn tượng.",0,0,0,0,0,0
"khách sạn ngay trung tâm, có thể đi bộ ra biển, mall và các quán cafe. phòng sạch sẽ, các bạn nhân viên dễ thương  đợt sau nếu đi nha trang mình lại book khách sạn này.",0,5,0,0,0,0
hơi xa khu trung tâm chút.,0,4,0,0,0,0
"ốc hương, chip chip ko tươi, ghẹ óp",0,0,0,2,0,0
"không gian rộng rãi, view đẹp. phòng sạch sẽ, đầy đủ tiện nghị",0,5,0,0,0,0
"thực đơn của bữa sáng chưa phong phú lắm cả thức ăn và thức uống, nếu thêm nhiều món nữa cho khách như mình sẽ hay hơn",0,0,0,3,0,0
"gia đình mình rất thích ăn bánh mì ở đây. vợ mình là kiểu kén ăn,vậy mà đến đây ăn gì cũng khen ngon. cứ tuần là ghé quán,3 lần. phá lấu vừa miệng,ăn với mì tôm ko quá mặn,lagu rất thơm không bị béo. đặc biệt,pate ở đây mùi vị khác hẳn những nơi khác,thơm,ngon,không bị hôi gan,sạch sẽ. được biết là pate quán tự làm,vợ mình liền mua ngay nửa kg về để dành ăn. quán rộng rãi,thoáng mát,gần trung tâm,ăn xong sẵn tiện đi dạo mát rất ok ",0,0,0,5,0,0
"cũng khá đầy đủ các mặt hành từ gia dụng đến trang sức. rộng rãi, sạch. nhưng k to như pic c trên hn. :",0,0,0,0,0,4
"-quán rộng rãi,sạch sẽ,gần trung tâm nên rất tiện. -món ăn đẹp mắt,vừa tiền. phá lấu ở đây là phá lấu heo,không phải bò như sg nhưng ăn rất ngon. có phá lấu bánh mì-bánh hỏi-mì tôm,mình chọn phá lấu mì tôm. bạn mình ăn lagu cũng bảo ngon,giá lại rẻ hơn bên nguyễn huệ,chỉk cho tô lagu có thịt củ đầy đủ. ai thích ăn lagu thì nên ghé quán đây. mình gọi thêm nước tắc,10k/ly,ngon,giải nhiệt mùa hè.  tóm lại,mình sẽ là bạn hàng dài dài của quán",0,0,0,5,0,0
"điểm nổi bật là các viên đá xếp chồng và tròn tròn tựa quả trứng, bước lên rất êm chân. tuy nhiên, bãi nhỏ chỉ đủ để chụp hình, không tắm được.
",3,0,0,0,0,0
"chị chủ thì dễ thương thôi rồi :"" mà giá của quán cũng khiến bọn mình xiêu lòng luôn: chỉ từk là mua được một món ở bingo rồi, mà món cao nhất cũng chỉ cók thôi. yêu chưa nè :"" à các món nên thử khi tới đây nè: trà sữa caramel macchiato thạch thảo mộc, flan gato, flan kem tươi, bingo's signature-toàn món ngon của quán và được gọi nhiều nhất đó. thôi mình không kể nữa đâu, nhắc tới là thèm à :"". có ai cũng có cảm giác như mình thì tới bingo's bakery liền đi nha",0,0,0,5,0,0
"cực kỳ tẻ nhạt. nhân viên thái độ hời hợt, bưng đồ cho khách mà mặt ko thèm cảm xúc, ko câu mời khách. vừa làm vừa đeo tai nghe. đồ ăn thì chán thôi rồi, cơm chưa chín đã mang cho khách ăn",0,0,0,1,0,0
"tiệm bánh kem quen thuộc của gia đình mình, mỗi khi ăn bánh kem đều mua ở đây bánh có lớp kem béo béo ko quá ngọt, lớp bánh bong lan xốp bên trong mịn, ngon. phù hợp khẩu vị gia đình, ủng hộ tiệm lâu dài ❤",0,0,0,5,0,5
 - wifi không hoạt động trên xe buýt trở về của chúng tôi,0,0,0,0,2,0
"tài xế của chúng tôi tốt bụng, nhiều thông tin và gặp chúng tôi với nụ cười hạnh phúc cả hai lần đón lúc giờ chiều và lúc giờ sáng.
 anh ấy rất dễ chịu và một niềm vui khi được ở bên.",5,0,0,0,5,0
"gọi matcha đá xay, matcha milk foam, yogurt việt quất. matcha ngon, ngon hơn marina rất nhiều. lớp milk foam béo béo mặn mặn cũng lạ miệng. yogurt thì hơi nhạt. giá theo mặt bằng chung cũng tạm được. về không gian thì quán nhỏ nhỏ cũng dễ thương, tông đen trắng, hơi đơn điệu, ít góc chụp selfie, phòng máy lạnh mà cho mang đồ ăn sáng vào, có mùi, không thích lắm. quán nhỏ nên khách đông tí thì hơi ồn. đi đông thì ngồi ở ngoài thoáng hơn, nhìn người qua lại cũng vui. các bạn nhân viên order rất chu đáo, nhiệt tình, trong quầy pha chế thì mặt hơi lạnh chút ạ nhưng mà không sao hết.",0,0,0,4,0,0
sân bay nhỏ nhưng sắp xếp gọn gàng và hiện đại. trên tầng khá nhiều cửa hàng bán đặc sản bình định. giá cả hợp lý.,0,0,0,0,4,4
"ok hôm nay là lần thứ ba tôi đến nơi này, vì đồ ăn rất ngon. dịch vụ này cũng tốt tôi đã đặt hàng một masala cá với một pho mát nan một tandoori roti và cola. tổng hóa đơn là.000 vnd - một cách thích hợp tôi đã lấy ra.000 ghi chú và.000 vnd ghi chú. tôi bỏ tiền vào ví và đưa cho máy chủ. khi anh ấy trở lại với sự thay đổi, anh ấy đã cho tôi.000 vnd. tôi đã nhận được.000 vnd thay đổi dù sao tôi đã khuyên anh ấy rằng anh ấy đã nhanh chóng đến gặp ông chủ đã đưa cho anh ấy thêm.000 vnd và vấn đề đã được giải quyết tuy nhiên, bằng cách nhìn vào khuôn mặt của người phục vụ, anh ta trông giống như anh ta đã làm như tôi chỉ ra sự khác biệt. tôi sẽ khuyên tất cả khách du lịch nên chú ý khi trao cho những người này tiền mặt có thể đi đến và đảm bảo bạn sẽ có được sự thay đổi chính xác rốt cuộc, đây là châu á và thật buồn nếu những muppets từ ấn độ này tính phí tới đô la mỗi bữa và sau đó xé toạc mọi người, vâng, tại việt nam không có gì ngạc nhiên khi người ấn độ gặp khó khăn trong việc kiếm việc làm ở đất nước này",1,0,0,0,0,0
"lần đầu tiên đến quán là đã ấn tượng ngay. không gian không quá rộng nhưng cũng không quá hẹp nhìn rất ấm cúng. view thì cực kì đẹp luôn rất thích hợp để selfie, sống ảo nha. mìh order trà olong váng sữa phô mai, vị cực kì tuyệt vời, phô mai béo và bùi, trà thơm. gía tiền cũng rất phù hợp với túi tiền của hs, sinh viên. tuy đông khách nhưng phục vụ rất nhanh, nhân viên lại nhiệt tình. mình có ấn tượng rất tốt với quán này, sẽ ủng hộ dài dài",0,0,0,5,0,0
"quán có không gian nhỏ nhưng ấm cúng , trời lạnh mà đến đây ngồi nhìn mưa rơi thì lãng mạn phết . quán không dành cho những bạn thích ồn ào và thích sống ảo . những ai cần không gian yên tĩnh và nhẹ nhàng thì nên đến đây . đồ uống của quán khá ổn , mọi thứ đều hài hoà . giá cả hợp lí chỉ từk đếnk cho một ly . mình cực thích trà xanh đá xay ở đây , đậm vị trà và kem cũng khá ngon . quán còn có voucher giảm giá tặng cho khách nữa . chắc chắn sẽ quay lại đây",0,0,0,5,0,0
"khách sạn quý nhơn gần biển, phòng sạch đẹp, trang trí tinh tế.
phục vụ ân cần chu đáo và thân thiện
",0,5,0,0,0,0
"việc lái xe đến khách sạn của chúng tôi thật thư giãn và thú vị. tài xế của chúng tôi vừa chuyên nghiệp vừa lịch sự. 
chúng tôi cảm thấy rất an toàn khi ở trong tay tốt như vậy. chiếc xe của chúng tôi rất thoải mái và sạch sẽ, không thể thiếu toàn bộ trải nghiệm. chúng tôi chắc chắn sẽ sử dụng chuyển đến tư nhân trong tương lai và sẽ không do dự khi giới thiệu họ.",5,0,0,0,5,0
"tôi là đức trường, phóng viên của báo điện tử zing.vn. tôi có đặt xe đi từ quảng ngãi về sài gòn hôm.1. tôi góp ý, là khi book chỗ qua hệ thống vexere, nên có phần điền thông tin số điện thoại của người. tôi đóng góp ý kiến này vì nhiều lý do. thứ nhất, hôm qua, khi nhà xe hẹn đón tôi lúch00 tại bigc quy nhơn, thì tôi đã có mặt từ trước đó phút. lúc xe đến, họ gọi tôi, nhưng do điện thoại của tôi bất ngờ bị hỏng, không thể nhận được cuộc gọi, hay gọi đi, vì vậy tôi đã lỡ chuyến xe. rất may là sự cố này sớm được khắc phục sau đó. vì vậy, tôi mong hệ thống lưu ý cho gọi điện thoại cho khách khi lên xe, nên lấy thông tin của cả người, để tránh xảy ra trường hợp như của tôi.",0,0,0,0,3,0
kinh tởm. bữa sáng của vua  nghìn  nông dân thích ăn sáng hơn.,0,0,0,1,0,0
"quán này mình ăn cũng lâu rồi , làn nào về quê , xuống thành phố là kiểu gì cũng ghé chỗ này ăn. tại cái vị thit nướng và nước chang ở thấy khá ngon và đặc biệt nên rất ưng , hình như quán mới mở thêm chi nhánh thì phải ,",0,0,0,5,0,0
"mình đến đây rất nhiều lần, mỗi lần có bạn từ phương xa đến. tụi nó đều bắt mình dẫn đi quán này vì quảng cáo nổi tiếng rần rần. công nhận view trước biển quá đẹp. trang trí cũng lãng mạn kiểu như một quán bar thu nhỏ trên bãi biển lung linh,huyền ảo. thích hợp để hẹn hò, uống nước, tâm sự. cơ mà mình đi lần nào cũng như lần nào, nước phải nói là dở tệ, có khi mình bỏ nguyên ly, vì dở tệ kiểu như đá ra đá,trà sữa ra trà sữa, cam ra cam, nó chả ăn nhập gì với nhau cả.chán vô cùng.",0,0,0,5,0,0
 - xe buýt trở về đã không được làm sạch khi chúng tôi lên xe. bao bì nhựa và rác đã ở khắp chỗ ngồi của chúng tôi khi chúng tôi đến.,0,0,0,0,1,0
"chất lượng dịch vụ ngày một tệ đi, tôi là hành khách quen thuộc của bạn nhưng tôi nghĩ bây giờ là lúc tôi nên ngừng sử dụng dịch vụ của bạn, goodluck",0,0,0,0,1,0
"quán này mở cũng khá là lâu rồi, cũng đi nhiều lần rồi, quán khá là ngon nên dễ làm cho khách lưu luyến đến những lần tiếp theo. quán có tới chổ nhưng nằm gần nhau cách nhau mấy mét thôi kiểu mở rộng ra theo thời gian ý. mình thấy thức ăn của quán khá ngon, nhất là món nướng ngói mình bị nghiền món đó dã man luôn. thức ăn ở đây mình thấy cũng bình dân chứ ko quá đắt đỏ gì, đặc biệt nay quán mở rộng ra nên có thể tổ chức sinh nhật ở đây là quá tuyệt vời nè. đi đúng ngày là gặp toàn tiếp thị chân dài ko đấy nhé :",0,0,0,5,0,0
"kinh khủng. chúng tôi gọi món bánh mì kẹp xúc xích thuần chay và bánh mì kẹp thịt đậu lăng. sandwich xúc xích là xúc xích cocktail đã qua chế biến trong một chiếc bánh mỳ cũ. đậu lăng “burger” là một loại sốt đông tụ kỳ lạ có mùi vị như không có gì. đã nhìn vào bên trong nhà bếp và nó thật bẩn thỉu, người phụ nữ phục vụ bữa ăn của chúng tôi có đôi tay bẩn nhất mà tôi từng thấy. nhân viên phục vụ của chúng tôi cũng vô cùng thô lỗ và tiếp tục bỏ đi trước khi chúng tôi gọi món xong. toàn bộ kinh nghiệm rất kỳ lạ. không muốn giới thiệu.",0,0,0,1,0,0
